Seeds,Spike_based_r,Spike_based_g,Spike_based_b,Ca_based_60_r,Ca_based_60_g,Ca_based_60_b,Ca_based_15_r,Ca_based_15_g,Ca_based_15_b,Ca_based_0_r,Ca_based_0_g,Ca_based_0_b,Full_based_60_r,Full_based_60_g,Full_based_60_b,Full_based_15_r,Full_based_15_g,Full_based_15_b,Full_based_0_r,Full_based_0_g,Full_based_0_b
133,-Inf,-17.54565446771316,2.3196778791074726,-Inf,-30.10299956639811,-36.123599479677736,-28.94316062684438,-25.421335445730758,-34.96376054012401,-28.130803608679106,-28.130803608679106,-34.15140352195873,-38.98780013289825,-32.967200219618626,-38.98780013289825,-13.979400086720377,-37.501225267834,-Inf,-19.356306332571975,-36.258267132857114,-Inf
259,-Inf,4.988184622844695,-Inf,-12.640464294108114,-Inf,-Inf,-17.94031678559501,-27.482741879988257,-Inf,-13.844732433541004,-26.58117438528449,-Inf,1.643735123746999,-32.04119982655925,-Inf,-17.20676013141987,-11.555828332020507,-32.76978513909275,-4.544875630061252,-12.149100464293374,-38.169700377572994
384,12.25567713439471,-Inf,-Inf,6.74055297871,-Inf,-Inf,-12.510821743549705,-Inf,-Inf,-15.06655333317223,-Inf,-Inf,6.226599046075863,-Inf,-41.938200260161125,1.0061023662279132,-Inf,-Inf,-4.569586570307389,-Inf,-Inf
301,26.533839719702353,-Inf,21.708603906492527,-33.624824747511745,-21.5836249209525,-33.624824747511745,-26.02059991327962,-22.498774732165998,-32.04119982655924,-29.827233876685455,-17.786034050126208,-29.827233876685455,-26.84845361644413,-19.48891791055224,-Inf,-24.94309229762253,-11.56295667845102,-24.94309229762253,-32.86905352972375,-14.807253789884879,-11.285428608771252
343,-6.267608681008209,-31.045250459310942,6.061093644607917,23.966796269692825,-34.32006687269598,-14.320066872695987,22.56533359914455,-Inf,-10.993438437365484,6.155267566458994,-Inf,-7.180438852833355,20.87486810557003,-36.52149605401653,17.030643000393333,24.146787565744873,-26.444385894678387,-7.359535705891888,23.04936427418514,-Inf,-0.526578774446981
176,22.104708035843746,-29.827233876685458,-Inf,-21.5836249209525,-13.624824747511743,-21.5836249209525,-20.8278537031645,-11.285428608771253,-20.8278537031645,-19.084850188786497,-13.064250275506872,-19.084850188786497,-33.71483477204527,-39.7354346853249,0.43656874991345634,-15.563025007672874,-12.04119982655925,-19.0848501887865,-16.123599479677743,-7.824132520261385,-30.102999566398122
134,-8.382586154839514,-Inf,15.563025007672874,-19.999999999999996,-Inf,-4.198990526332972,-32.46498580795801,-Inf,-16.901960800285135,-31.126050015345747,-Inf,-17.146649928625372,-18.06179973983887,-Inf,13.040089231727517,-18.757041865023112,-Inf,-1.4510133429722358,-20.628169285032484,-Inf,-12.669369111591731
218,-15.563025007672874,22.888024327554643,-19.084850188786497,15.869088016650544,-15.67367477967209,7.758604354346649,-0.6436936674280258,-20.423785981398762,-9.542425094393248,-7.117573273426526,-29.39644031956326,-9.841968213786306,12.91783121705198,-17.53974368855477,8.451854896820198,-0.07148920716596205,-24.825235813209826,4.634070085760267,-1.2558165971891124,-22.27886704613674,2.136366033366105
467,10.202430296451755,10.202430296451755,10.782843124179331,-Inf,6.164171605822093,-18.661064207387735,-Inf,-9.542425094393248,-5.325357788095384,-Inf,-11.671531712678986,-7.234556720351862,-Inf,9.10101471133433,-19.322834654780653,-Inf,6.747600354056502,-15.986810989071634,-Inf,1.743003514378004,1.3389357926122645
50,-10.881360887005513,-Inf,39.48891791055224,-Inf,-30.370278797557752,-36.39087871083737,-Inf,-24.082399653118497,-Inf,-Inf,-25.343434568060278,-Inf,-Inf,-34.06582756237323,-22.02462773581398,-Inf,-27.234556720351858,-30.75638190146548,-Inf,-29.685996786935718,-29.685996786935718
385,2.36198624155989,3.806633963405832,4.860760973725891,-12.956349637772753,-32.04119982655925,-32.04119982655925,-20.56057447200487,-30.10299956639812,-24.082399653118497,-18.75704186502311,-Inf,-18.75704186502311,5.062128866935968,-Inf,-22.54209596729615,-12.869053529723743,-Inf,-18.889653443003372,-10.053507183841013,-Inf,-18.840161060446263
92,-27.04365036222725,-Inf,16.03264692466333,-Inf,-Inf,25.763493499567886,-24.349678884278127,-30.370278797557752,22.99743953624226,-29.827233876685455,-Inf,4.820641319773916,-Inf,-Inf,26.299315472145473,-20.827853703164504,-32.86905352972375,23.945611162512385,-20.0,-13.979400086720375,28.36602582639491
426,-32.36096193424186,7.239105497433074,0.5080915954818933,-27.724032108015866,-25.225257375849868,-Inf,-23.665396873656093,-23.665396873656093,-Inf,-25.105450102066126,-22.606675369900127,-Inf,-21.686417714000722,-24.608978427565482,-26.54717868772661,-23.973141739088454,-23.973141739088454,-22.389516818135956,-24.735781988185856,-18.71518207490623,-21.213956807072233
8,17.979468415942225,-28.464917478736155,-14.485517392015781,-20.21447730783546,-20.21447730783546,7.344390297280218,-14.403186068119133,-18.48558572123763,-0.869313875621805,-12.819561147166642,-21.338935792612265,-6.272382459440036,-17.65773201807313,-20.42378598139876,7.359535705891892,-10.777337013289356,-7.751983506676376,1.9591049384541293,-6.5077868304685165,-6.848453616444123,2.0947070104002625
344,-Inf,-33.255156633631486,-27.23455672035186,-14.539974558725246,-39.64542466079137,12.778100974709336,-8.477514855328748,-Inf,-11.201909795688527,-8.858143083771216,-Inf,-15.706596700215336,9.497067865276808,-Inf,10.88136088700552,-12.121254675632724,-Inf,5.27206995446715,-5.245548133439295,-Inf,-12.395775165767882
260,14.003494109487791,-21.583624920952495,3.5218251811136296,16.275382191868776,-37.84189205380961,-20.939931253524474,8.748237672283777,-Inf,-30.7143193997102,0.1593785934255037,-34.647875196459374,-22.606675369900127,15.184960673092348,-33.06425027550687,-15.563025007672874,15.287259317960203,-Inf,-26.020599913279625,9.819069167040178,-40.25674449410345,-24.693719486430574
302,-Inf,30.3286197745919,-19.554472105776956,-Inf,26.689075023018624,-10.457574905606748,-Inf,-18.661064207387735,-9.542425094393245,-Inf,-22.606675369900117,-12.369008150322628,-Inf,24.10821212274839,-12.464985807958008,-Inf,-3.2729287920284706,-15.767408311306594,-Inf,-6.116577570915,-20.095977657635377
135,12.140468217190243,-Inf,-26.74918522581313,-Inf,-Inf,18.489213154841437,-Inf,-Inf,11.296701666340754,-Inf,-26.16417160582209,-5.879362823529885,-Inf,-Inf,17.786034050126208,-Inf,-37.0251669743815,15.080933948440688,-Inf,-23.750414416729264,6.567062457504319
51,-34.807253789884875,10.675903195388718,11.037867637244641,-23.521825181113627,-Inf,-17.501225267834002,-22.92256071356476,-Inf,-16.901960800285135,-21.5836249209525,-Inf,-21.5836249209525,-Inf,-Inf,-19.554472105776956,-Inf,-Inf,-4.082399653118496,-Inf,-Inf,-4.436974992327128
468,15.725992070324411,-Inf,-Inf,9.699640058554092,-Inf,-Inf,-11.285428608771252,-30.370278797557745,-30.370278797557745,-10.163109769192625,-29.24795995797912,-29.24795995797912,10.31345345581621,-Inf,-37.95254182580883,-2.995246406666641,-33.624824747511745,-27.604224834232124,-7.432221398993769,-32.04119982655924,-26.020599913279625
219,-Inf,-Inf,23.843103812525626,10.406330570314742,-Inf,-Inf,-4.8607609737258874,-26.444385894678387,-14.403186068119137,-8.382586154839514,-26.444385894678387,-14.403186068119139,8.690184226013955,5.856710340974191,-34.56707564042457,-4.436974992327125,-0.5110820894477592,-24.860760973725885,-7.471613256251857,-1.0649102390645,-22.27886704613673
427,-22.92256071356476,-Inf,14.343896488844356,15.79873001173607,-22.19494475426457,-40.256744494103444,12.367115593470594,-20.526578774446985,-Inf,-3.2771360527733924,-21.33893579261226,-Inf,15.400667203229283,-19.840621406574495,-34.647875196459374,15.035532265777467,-20.8278537031645,-Inf,12.319915385425098,-11.316956373470354,-Inf
9,11.35098280399597,-37.14664992862537,2.677871585224528,8.866393751347722,-Inf,-Inf,-2.1489600889592926,-37.266457202409114,-23.28705711568874,-1.6260987935496065,-32.25567713439471,-20.214477307835462,8.20992091232148,-Inf,-37.501225267833995,1.4992952329292302,-Inf,-23.71273153923823,0.3827002088052226,-Inf,-17.38463439461952
177,-31.3640344813399,-12.279184292553404,3.5478698472185166,-27.234556720351858,-10.332595920066721,19.00052050076323,-29.542425094393252,-12.04119982655925,-6.61986438082849,-27.958800173440753,-10.457574905606755,-8.4043280676638,-35.84783378996508,-16.76298360117858,17.312394143177173,-39.18082784642187,-9.077828280023754,9.284089632314284,-31.5956719323362,-9.316804886199465,-4.7472183158920735
345,13.601693203512903,6.558042841285657,-Inf,-45.43683213072997,-7.594940076920365,-5.096165344754368,-34.88585966245353,-34.88585966245353,-28.8652597491739,-26.64876919831211,-32.669369111591735,-26.64876919831211,-32.86905352972375,-28.43207853739662,2.931955943943279,-30.819096178522656,-24.79849626524303,-20.581428958945175,-20.906459575733148,-25.343434568060275,-21.821609386946648
386,-26.44438589467839,-26.44438589467839,18.527338982423696,-Inf,-43.57953894586338,3.988419073099368,-29.02036904310915,-35.04096895638877,-11.813608911689276,-25.483156985273602,-33.44195715871435,-11.858332237761857,-25.874615138449634,-31.89521505172926,14.466051647525973,-27.91526178835526,-31.997661441473756,1.8768775369991828,-24.082399653118497,-31.126050015345747,6.547178687726605
93,20.6175313294614,-5.869537155470706,-35.11749711344982,-Inf,4.2170673062978645,-39.64542466079137,-36.776981814745106,-13.854421101180348,-36.776981814745106,-35.70659670021534,-13.427729654078606,-29.685996786935718,-Inf,2.6642252514857985,-Inf,-41.93820026016113,4.710568938150977,-27.958800173440753,-Inf,4.249441140413816,-34.23614458082382
303,-Inf,10.881360887005512,-Inf,-28.680727080406278,-11.17950181257228,-34.7013269936859,-24.296876960953952,-24.296876960953956,-38.27627704767433,-23.04576688766113,-24.983967147822256,-Inf,-24.608978427565482,-28.826045733863346,-4.153434130574081,-26.927059489012773,-8.037406046009401,-31.3640344813399,-22.08583933261312,-26.946600306339008,-25.008400046177876
261,19.617540560959263,10.938442513940647,11.940395333768778,17.713321901504067,-38.98780013289826,15.546744047633187,-9.07280317740279,-12.369008150322633,19.10270402783332,-2.6939714779491233,-6.215796659062748,3.8377105247782617,17.17483841361606,-39.46255707199398,15.281295782100772,-8.441473767775138,-19.322834654780653,17.198661399235878,-0.13466765317936857,-12.175867479738617,14.472901718573489
136,3.6630622708633616,-Inf,-41.72719661349497,23.220701639131534,-27.04365036222725,-9.542425094393248,-2.182889388501363,-22.606675369900127,-7.799421580015247,-7.958800173440752,-21.023050448947625,-7.04365036222725,17.61082785318562,-32.46498580795801,10.822071307730736,1.9675941617766415,-24.535679345837366,6.4162989190708135,-9.275145863233616,-20.56057447200487,-7.824132520261381
52,-Inf,-Inf,16.204650359901684,8.82900349554719,-Inf,-16.447098257513943,-6.507786830468518,-Inf,-8.362867895206493,-5.634496809371893,-Inf,-9.94649281615899,-21.788008224586214,-32.66936911159173,15.579841837007498,-0.7750517798403314,-Inf,12.897894362988982,3.1357220772058914,-Inf,8.889042759325887
469,18.167597511169298,-Inf,-5.208242895114337,7.58515591408567,-Inf,-Inf,2.8492616318366544,-20.526578774446982,-38.58837851428585,-5.837732324482231,-16.539996358429214,-23.899532064321104,8.036701051111235,-Inf,-Inf,4.622776507731735,-28.865259749173898,-31.3640344813399,1.4796010472363417,-9.297735966053013,-22.92256071356476
428,17.055697373610958,-Inf,-25.421335445730758,-18.588378514285854,-42.67077816740435,-42.67077816740435,-26.74918522581312,-26.74918522581312,-38.79038505237237,-25.46002544127475,-25.46002544127475,-37.501225267833995,-11.765434136846586,-39.36965897107871,-39.36965897107871,-20.683085524686117,-35.490339314570996,-35.490339314570996,-23.43870598569047,-28.299466959416357,-34.32006687269598
10,-36.776981814745106,16.664975343969243,-36.776981814745106,5.6035971338172175,-22.144199392957372,17.33681866290018,-28.943160626844385,-Inf,0.3047993311347363,-28.94316062684438,-Inf,-2.094707010400257,-8.519374645445623,-18.06179973983887,30.693211516568887,-19.46255707199397,-33.441957158714345,9.845099956974396,-7.958800173440751,-19.999999999999996,3.8995320643211007
220,28.18738940905639,-17.501225267834002,21.08715324645185,11.59238244559434,-Inf,-Inf,-17.45283578536574,-Inf,-Inf,-25.688614676890392,-37.72981450344964,-Inf,9.037573400296068,-Inf,-Inf,-1.0033321893146008,-34.807253789884875,-Inf,-19.48198860054128,-33.01586079303861,-45.057060619597856
178,11.056839373155615,-Inf,20.902732525841998,-20.766899841524392,-Inf,6.467656878827467,-Inf,-Inf,-3.88760089535982,-38.169700377573,-Inf,-8.342466500887545,-Inf,-40.086427475652854,10.466170541773923,-32.36096193424185,-44.4021617608011,0.1555723314723726,-39.824521513849895,-Inf,-4.4074812810070085
387,-27.234556720351858,-Inf,16.430840153304235,-11.691385183352539,-Inf,19.59819835955107,-1.3623163979492974,-35.84783378996508,3.427922756946028,-6.199696766338157,-33.80392160057028,-6.199696766338155,-6.673982248346987,-36.776981814745106,20.38172347964348,-2.302696662285109,-Inf,18.59537480112249,-6.547178687726607,-Inf,14.619443453763486
346,10.381715125263966,-Inf,16.34498222551153,-36.12359947967774,-Inf,19.48274676312528,-16.146189582497136,-Inf,-31.709214590170014,-21.33893579261226,-Inf,-24.86076097372589,-25.874615138449634,-Inf,20.23241225048284,7.618835249179238,-Inf,-23.010743091665866,-7.751983506676375,-Inf,-14.299162194402982
94,-23.227360044699495,23.278847389521722,-23.227360044699495,10.903102799829794,-41.138097026729454,-41.138097026729454,-23.521825181113627,-24.860760973725892,-28.38258615483952,-25.666024574070995,-22.743463860506235,-30.102999566398122,9.067216318241844,-33.624824747511745,-43.167249841905,-12.28588895489948,-14.539974558725246,-37.14664992862537,-22.129106618285732,-20.386103103907733,-29.172756980512986
304,-Inf,-6.547178687726607,26.848453616444125,-29.54242509439325,-11.480625354554379,25.874615138449638,-Inf,-17.69213162595861,26.63998225812108,-Inf,-Inf,9.542425094393254,-24.860760973725892,-9.297735966053018,24.550388730619588,-Inf,-16.478174818886377,28.399114969795157,-25.575072019056577,-16.03264692466333,23.93835174743202
262,-Inf,25.174113618834,16.353195833346348,-Inf,20.560574472004873,12.290914057520443,-Inf,3.806633963405826,-2.8936558960811447,-Inf,-0.24468912834023468,-2.826583055929385,-Inf,19.302689559616542,11.660735080290639,-Inf,15.467258991943385,-5.360594711221117,-35.417040232842886,1.104455821173647,0.7065592468348596
53,-Inf,-Inf,-26.848453616444125,-Inf,16.979861677955622,-34.88585966245352,-31.28542860877125,0.8278537031644997,-34.807253789884875,-34.15140352195873,0.3341138700570543,-22.11020369539948,-38.58837851428586,19.876501858319678,-29.04595341989261,-42.21179420598497,2.8936558960811407,-36.191194292705354,-25.22525737584987,1.7213429304891346,-21.70343219473625
137,-Inf,-Inf,-Inf,-Inf,22.291006656272234,-28.786653876605257,-Inf,-13.38013561917151,-Inf,-Inf,-13.064250275506877,-33.06425027550687,-Inf,24.391690524285092,-24.436974992327126,-Inf,-5.895620927739596,-18.715182074906238,-Inf,-6.315065049693754,-17.501225267834002
11,-Inf,-Inf,-Inf,-Inf,14.201351271085866,-Inf,-33.71483477204527,-24.172409677652023,-Inf,-37.14664992862537,-21.5836249209525,-Inf,-Inf,14.94964861234383,-Inf,-27.958800173440753,10.60399396406164,-Inf,-33.53387219249733,4.899857317174715,-Inf
470,-Inf,25.768817367119215,-22.92256071356476,15.686934236497708,-Inf,-Inf,11.258157347316285,-Inf,-Inf,2.6525113054918203,-28.943160626844385,-22.92256071356476,15.852210655584557,-Inf,-Inf,13.039468833195908,-Inf,-31.821292140529977,12.156756603738447,-Inf,-22.92256071356476
429,-32.86905352972375,16.22784367044645,-Inf,-22.053246837942954,-Inf,-Inf,-21.583624920952495,-Inf,-Inf,-26.848453616444125,-Inf,-Inf,-23.712731539238234,-16.353195833346344,-33.25515663363148,-24.34967888427812,-30.370278797557745,-24.34967888427812,-18.06179973983887,-30.10299956639812,-Inf
388,-Inf,-Inf,23.610457477095125,19.82884392729469,-38.276277047674334,-19.191426858887837,-6.744843366368521,-14.89454989793388,-7.958800173440755,-6.619864380828489,-13.064250275506875,-9.54242509439325,17.66145746940112,-Inf,-26.927059489012777,10.019791897887096,-25.874615138449634,-17.35524049300401,3.3563746617938266,-11.56295667845102,-3.60415650501027
179,19.705534863585868,-Inf,-19.780092313970737,-24.082399653118497,-33.624824747511745,-24.082399653118497,-32.04119982655925,-26.020599913279625,-15.139239026274113,-30.6295783408451,-24.60897842756548,-13.727617540559965,11.056839373155613,-23.750414416729264,-25.688614676890392,-25.26482869549163,-28.786653876605257,-12.528386743748143,-27.78332168729065,-27.78332168729065,-13.803921600570273
221,-36.90196080028514,19.42286519955052,-12.819561147166638,-Inf,-27.783321687290652,10.54575728370785,-Inf,-30.102999566398122,-7.18043885283336,-Inf,-Inf,-8.115306923679888,-Inf,-24.710568938150985,14.079816114221389,-Inf,-28.29946695941636,10.688333173481894,-Inf,-Inf,3.241610892257334
347,30.136862726787015,-18.06179973983887,-14.539974558725248,-Inf,-Inf,-28.943160626844385,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-13.979400086720377,-Inf,-Inf,-6.904673163120694,-Inf,-Inf,-6.848453616444124
95,21.606215023771895,-Inf,-Inf,20.827853703164504,-19.244228782212,-34.807253789884875,-10.752040042020873,-27.95880017344075,-30.457574905606748,-13.170826945608214,-24.296876960953956,-28.733851953281082,19.631493800326282,-22.278867046136735,-30.237667219577485,7.036991956659281,-18.61838161713402,-33.68493495030625,-8.35071129470837,-8.57633150290215,-28.130803608679106
305,14.108720931705012,-22.498774732165998,9.096897200170206,-21.02305044894763,-16.162289475221737,10.8537427726778,-26.02059991327962,-Inf,-9.118639112994485,-24.082399653118497,-Inf,-10.102999566398122,-24.73578198818586,-30.756381901465485,10.03190048205726,-7.263558048256514,-20.0,-2.3078683740413903,5.142490199297991,-Inf,-10.237667219577487
263,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-16.65017825412473,-Inf,-Inf
389,-Inf,14.880641344700848,-31.48062535455438,-Inf,-39.3696589710787,-2.8481629170621736,-Inf,-25.105450102066122,-19.084850188786497,-Inf,-23.227360044699495,-19.705534863585875,-Inf,-34.88585966245353,-0.4826735943343883,-Inf,-28.786653876605254,-7.958800173440751,-Inf,-26.020599913279625,-7.432221398993768
180,-Inf,-Inf,-Inf,-18.459696314177656,-26.97907095962328,-30.5008961407369,-18.689969024871353,-32.66936911159173,-23.126944017198483,-19.554472105776956,-31.595671932336202,-25.57507201905658,15.921997152664112,-28.41011673141558,-Inf,-17.20676013141987,-35.268559871258745,-23.227360044699495,-13.151546383555871,-33.979400086720375,-24.436974992327123
12,-31.12605001534574,-Inf,11.608361327782394,-27.421357245434727,-Inf,7.645196087737505,-36.58607545662049,-Inf,-1.7788216667356185,-28.410116731415577,-Inf,-3.14528803592395,5.318745005409729,-28.747082556963495,-3.521825181113627,-26.561764567960346,-43.46372536824548,-0.6661436402207495,-32.80300081872203,-32.80300081872203,-2.7909538073383287
54,-Inf,17.073964235523484,-Inf,-27.043650362227254,-Inf,16.929491376861197,-17.38463439461953,-Inf,12.301362392316191,-12.041199826559248,-Inf,0.3047993311347381,-27.783321687290655,-Inf,16.29907796582784,-16.812873971760133,-Inf,12.708845774001013,-9.438401220677092,-Inf,11.014878472041785
222,-Inf,-28.07384675122258,1.4685783431706698,8.877988994091398,-29.147543930478108,-32.669369111591735,-10.176713357937386,-24.98396714782226,-24.98396714782226,-13.427729654078608,-23.665396873656096,-26.164171605822094,7.12444991826205,-26.60827546698382,-40.587675553704194,-4.669387242809966,-14.065827562373226,-23.184466675367716,-13.232913626244134,-19.780092313970737,-14.919331340244852
348,10.270464827978792,-29.685996786935718,-26.16417160582209,-Inf,14.524669022363003,-Inf,-Inf,-8.060390684026249,-23.126944017198483,-Inf,-6.020599913279626,-24.082399653118497,-Inf,13.764440216055927,-39.084850188786504,-Inf,7.668125519145722,-23.973141739088458,-Inf,4.747218315892078,-19.244228782212005
138,29.266659404680585,-1.8035326069817579,-12.041199826559248,-1.9675941617766393,-27.842209300226273,-31.3640344813399,-Inf,-16.539996358429214,-23.8995320643211,-Inf,-14.462073681054763,-21.82160938694665,-2.1709664084026143,-9.214616770629863,-26.361266699255236,-Inf,3.9914470981040813,-21.5836249209525,-34.647875196459374,1.1999585935057056,-16.5860754566205
306,11.969710619393277,-Inf,11.71476054521938,-32.25567713439471,-32.25567713439471,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-29.39644031956326,-35.41704023284288,-25.874615138449634,-Inf,-31.595671932336206,-Inf,-Inf,-30.881360887005513,-Inf
96,12.699243224061012,-34.647875196459374,21.171894305316947,31.00456706110188,-20.0,-9.118639112994488,26.749185225813118,-14.96376054012401,-28.943160626844385,9.704782898836836,-3.12148291067588,-34.48551739201578,30.91513626192237,-12.869053529723748,-3.9258929028793625,29.58181695165134,-17.306028522050877,-Inf,18.36659907097361,3.241610892257334,-18.485585721237634
430,-32.04119982655924,-Inf,16.30823403750661,-Inf,12.285359827572215,-41.138097026729454,-Inf,8.722392994312951,-26.927059489012773,-26.979070959623282,-3.6524425242927827,-19.619535253731392,-Inf,12.584793081741761,-41.583624920952495,-Inf,8.991427882154706,-26.08242145282246,-28.62727528317975,0.9872322965900066,-25.105450102066126
471,15.76044008819876,6.38714753507026,-Inf,12.151288621412405,4.886047424301081,-Inf,-7.535014192041992,-24.436974992327126,-27.958800173440753,-10.590186483587015,-23.326628435330502,-26.848453616444125,10.765897209670772,9.11863911299449,-Inf,3.7534626321099256,-1.9286549331065743e-15,-20.48267359433439,-2.053246837942952,1.4039989405667015,-15.117497113449826
264,17.07439107105457,6.958577305669307,-25.57507201905658,7.474734869812162,-Inf,7.231026588363385,-2.4481280018580973,-Inf,8.576331502902148,-0.2672792311596308,-Inf,1.670921029001497,8.199255380352746,-Inf,6.645224660561199,8.66208851470578,-28.839136753128223,5.5364312006632,-2.2179131844966244,-37.0251669743815,3.398619007017261
223,-Inf,20.86931387562181,-Inf,-32.66936911159173,-Inf,-Inf,-22.053246837942954,-Inf,-Inf,-21.5836249209525,-Inf,-Inf,-25.7261347768655,-Inf,-Inf,-21.02305044894763,-23.521825181113627,-Inf,-23.326628435330502,-32.86905352972375,-Inf
139,15.105767348482784,-Inf,-33.16022793314225,-Inf,26.444385894678387,-Inf,-Inf,-8.29946695941636,-Inf,-Inf,-10.237667219577487,-Inf,-Inf,26.500605441354953,-Inf,-Inf,2.2394751888786453,-30.629578340845107,-Inf,0.5992644675488604,-28.94316062684439
349,-Inf,16.927773269915033,-7.180438852833358,-Inf,-37.61627184561583,-37.61627184561583,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-40.340666785975614,-34.32006687269599,-23.438705985690476,-38.169700377572994,-Inf,-Inf,-37.501225267834,-31.480625354554377,-Inf
307,15.66830980752002,-32.25567713439471,-Inf,-Inf,8.735795322712635,5.0075046397920495,-10.457574905606748,-Inf,-13.979400086720375,-13.979400086720378,-Inf,-16.162289475221737,-4.478734157560425,-0.7842215859627677,4.671243136048336,9.112922831354762,-37.61627184561583,-12.510821743549707,2.2139659498737956,-29.827233876685455,-13.56896674382834
431,-8.47751485532875,-Inf,-10.332595920066723,-22.542095967296156,-30.50089614073691,9.189650126138943,-29.24795995797912,-29.24795995797912,-Inf,-28.464917478736158,-34.48551739201578,-Inf,-20.526578774446985,-32.56777860100623,7.51864887464662,-27.842209300226276,-27.842209300226276,-27.842209300226276,-23.80663396340583,-29.827233876685455,-35.84783378996508
181,-Inf,-Inf,25.188252346271813,-43.91799304818467,2.317084172930412,-31.876793221625427,-27.60422483423212,-22.498774732165998,-8.141667762238145,-24.693719486430574,-26.27734440738307,-8.892710012763544,-Inf,2.575983148430758,-20.984360453403635,-32.56777860100623,1.191713799684881,-24.608978427565482,-22.693971477949123,-8.404328067663796,4.777641778302736
472,-Inf,-Inf,-Inf,-Inf,19.114957288732835,-16.123599479677747,-43.227360044699495,-10.971682910304786,-13.684934950306246,-34.647875196459374,-12.041199826559254,-12.70967493629825,-Inf,19.439425527995134,-12.041199826559247,-Inf,17.38463439461952,-19.356306332571975,-42.67077816740436,5.628688792012005,-15.06655333317223
55,22.0324423019174,-10.37027879755775,-Inf,-Inf,-Inf,20.035622290413443,-27.604224834232124,-Inf,-1.8035326069817603,-26.02059991327962,-Inf,-3.7417328671428867,-37.501225267834,-Inf,19.81269593048741,-21.338935792612265,-36.90196080028514,16.59526201447109,-11.595671932336202,-Inf,1.273381597387546
13,-34.32006687269598,-Inf,20.812655292220974,-0.857599929627828,-29.322517408363986,-41.363717234923236,-6.020599913279624,-Inf,-Inf,-6.680605115338131,-Inf,-32.25567713439471,1.44346039498495,-Inf,-Inf,1.0311567394455357,-Inf,-41.51093922785061,-0.13678849060610737,-Inf,-Inf
390,11.629469210923702,-40.66847510973899,-Inf,-13.833415311890388,7.988194075056264,-Inf,-13.759492400691114,-22.278867046136735,-31.821292140529987,-13.979400086720377,-20.0,-23.521825181113627,1.9532930348327602,-25.65093179939936,-Inf,-12.041199826559248,-21.5836249209525,-Inf,-7.43222139899377,-22.498774732165998,-Inf
97,-19.554472105776956,29.232181770828298,-3.2962049729198433,-Inf,-Inf,-9.147543930478106,-23.521825181113627,-Inf,-15.563025007672874,-23.227360044699495,-Inf,-13.684934950306246,-30.237667219577485,-Inf,2.0180099148172252,-21.938200260161125,-Inf,-13.979400086720373,-17.501225267834002,-Inf,-13.064250275506875
265,-Inf,-Inf,18.786043192927767,10.64493122091492,-Inf,-36.4564329060621,7.5804604154734,-Inf,-26.164171605822094,2.4421889317887153,-Inf,-23.750414416729264,6.652976459057031,-Inf,-8.049752728455159,8.29131502110042,-Inf,-22.01800991481722,6.3751752524882574,-Inf,-30.370278797557745
182,-Inf,-31.595671932336206,-25.57507201905658,-22.76605396332563,-Inf,7.504956443601123,-14.193877394555841,-Inf,-14.193877394555841,-13.302234741501026,-Inf,-15.105767348482788,5.137560636374489,-Inf,-16.28726846076177,2.672364776165371,-44.136517520637,-16.532292686404876,0.6952421251842364,-Inf,-10.39746470281225
98,-Inf,16.991738236629278,-Inf,-Inf,3.6118352056471545,-Inf,-Inf,-2.892982399659862e-15,-Inf,-Inf,-3.7811247244009816,-Inf,-Inf,2.9489215521230245,-Inf,-Inf,2.023217803234299,-Inf,-34.807253789884875,0.46130608137386614,-34.807253789884875
266,23.973141739088447,-11.05683937315562,-Inf,4.032907270561389,-0.1772692066261024,4.410614153768863,-0.5187146818879921,-16.776981814745103,1.9129872101262495,-3.8559390511706777,-15.400667203229279,-5.8582421088360315,2.3007458729140637,-1.0990273284624816,2.4093209071420314,3.6764741857274403,-9.336832309501835,0.6027311966461988,3.2148713442905335,-5.841503060221096,-2.498774732165999
391,-Inf,13.078225965791644,-36.776981814745106,-Inf,3.0980391997148637,-41.51093922785061,-Inf,-20.71431104533069,-31.595671932336202,-Inf,-24.60897842756548,-30.629578340845104,-Inf,17.438207654254835,-32.36096193424186,-Inf,-16.08960378211986,-40.17200343523835,-Inf,-17.40417521194576,-25.008400046177883
224,-Inf,7.513272279217706,-Inf,-Inf,-33.80392160057027,-33.80392160057027,-Inf,-25.800692227250362,-Inf,-Inf,-24.860760973725885,-Inf,-Inf,-35.706596700215336,-Inf,-Inf,-35.117497113449836,-29.096897200170208,-Inf,-27.043650362227254,-19.0848501887865
140,19.391606903509928,-Inf,-12.56777860100623,-Inf,-Inf,8.849955799124997,-Inf,-Inf,-8.336507056648227,-Inf,-Inf,-8.733851953281087,-38.38156184752148,-Inf,11.829338356610764,-40.748529958812476,-Inf,5.401390799451785,-35.84783378996507,-Inf,1.4186234124440442
