Seeds,Spike_based_r,Spike_based_g,Spike_based_b,Ca_based_60_r,Ca_based_60_g,Ca_based_60_b,Ca_based_15_r,Ca_based_15_g,Ca_based_15_b,Ca_based_0_r,Ca_based_0_g,Ca_based_0_b,Full_based_60_r,Full_based_60_g,Full_based_60_b,Full_based_15_r,Full_based_15_g,Full_based_15_b,Full_based_0_r,Full_based_0_g,Full_based_0_b
473,15.563025007672877,-24.082399653118497,19.224465657330686,-20.0,20.25674449410344,-20.0,-Inf,-12.041199826559247,-22.14419939295736,-Inf,-11.228842808393964,-24.60897842756548,-Inf,10.723320746412313,-26.27734440738307,-Inf,4.525607288308622,-19.0848501887865,-Inf,1.4510133429722334,-14.207989322336017
308,-20.48267359433438,9.223641072364298,15.142172952881332,20.06759481302761,-30.102999566398122,-30.102999566398122,-18.21553631316469,-Inf,-29.096897200170204,-19.275756546911104,-Inf,-27.234556720351858,13.547714250626923,-38.3290789709985,-38.3290789709985,-0.5202686472983594,-Inf,-38.68996902487135,-6.798961233887015,-Inf,-36.90196080028513
14,18.438761404939584,-Inf,-29.827233876685447,-Inf,23.26057572432879,-28.62727528317975,-10.141689561942114,-0.19519674578312426,-4.764783316090513,-9.976810088257972,-2.4284432577092563,-6.680605115338131,-Inf,25.3057925172166,-27.958800173440753,-26.020599913279625,21.02305044894762,-13.979400086720378,-10.237667219577487,20.518714681888,-2.2788670461367335
56,-Inf,34.560829045665535,-16.25826713285711,17.12468812264433,-20.8278537031645,-Inf,-11.397506159131218,-Inf,-Inf,-10.785383229370138,-Inf,-Inf,19.695709195526693,-5.336317902657591,-Inf,7.327246116148221,-22.16678949577677,-Inf,-4.658283515330326,-34.48551739201578,-Inf
350,-33.255156633631486,-Inf,16.928893812990577,15.002450535668002,-24.910253356282993,13.860141147246843,-18.169700377572994,-12.149100464293367,8.233225344648087,-18.061799739838875,-9.388688521067433,-4.59348174256626,25.748129951035096,-13.727617540559965,11.09761827264986,-18.447902843746608,-8.90547774935336,11.874387491202047,-9.771014330008889,-3.9258929028793643,-0.46335730104052164
432,6.992706581949655,12.248240584592796,-5.575072019056574,21.20624629645665,-Inf,-15.742121860731402,-19.92067625564797,-Inf,-13.900076342368346,-20.827853703164507,-Inf,-14.280675015437899,19.539220320228548,-Inf,-13.284157961536136,-10.756381901465481,-Inf,-5.067767224575093,-17.046728978763525,-Inf,-7.170190014313221
99,-Inf,4.784456913715581,-33.80392160057027,4.058416509566238,-28.69137808068398,3.0852564312001696,-8.519374645445621,-27.60422483423212,-7.60422483423212,-9.746808398026968,-26.648769198312102,-8.586969458473234,6.737094531665279,-23.917993048184677,6.762529072938024,-7.8617501175525115,-25.008400046177883,4.8746918341909735,-6.287879144439254,-24.349678884278127,3.9497880751382346
392,-26.848453616444125,-26.848453616444125,18.907580982160397,-32.567778601006225,-29.0459534198926,11.7819002832719,-30.629578340845104,-30.629578340845104,9.194943173004795,-12.701205028617755,-20.214477307835462,5.8602404729626585,-39.3696589710787,-27.328459144519456,15.671309985310067,-27.60422483423212,-30.10299956639812,10.34831699157671,-13.271560584943547,-21.421267116508908,7.692545161330486
267,13.727617540559965,-34.96376054012401,7.248033665860967,-Inf,-21.727196613494964,-35.706596700215336,-Inf,-25.105450102066122,-34.647875196459374,-Inf,-23.326628435330502,-32.86905352972375,-Inf,2.9593394120082777,-34.06582756237323,-36.52149605401653,-15.693642350852029,-36.52149605401653,-Inf,-17.055697373610954,-35.11749711344982
309,24.480296227457274,-Inf,-5.192746210115126,-38.98780013289826,-Inf,13.477185675059753,-33.441957158714345,-29.920131977600725,8.836909887422383,-29.24795995797912,-25.7261347768655,-2.013403237627266,-Inf,-Inf,12.916778318130993,-Inf,-Inf,11.325622524263261,-29.247959957979116,-29.247959957979116,6.315065049693756
15,6.02059991327962,16.551784493653724,-Inf,-Inf,12.074038767898788,-36.39087871083737,-28.41011673141558,7.936782697423027,-31.931941912529208,-10.332595920066723,3.0031104992256274,-Inf,-36.650178254124725,12.446718946045475,-30.629578340845104,-32.36096193424186,8.14515537105355,-38.381561847521475,-15.997410001537602,4.394501119730017,-Inf
225,-36.776981814745106,-15.949128111580608,17.009195367727294,-32.669369111591735,-24.710568938150985,18.480774926521427,-26.648769198312102,-32.66936911159173,-6.648769198312108,-25.800692227250362,-31.821292140529987,-6.246220121473405,-39.46255707199398,-Inf,17.7561753420079,-17.878932151041475,-23.8995320643211,6.158110272960581,-15.72240360109838,-17.90529298959974,2.6939714779491246
474,11.08801352824537,7.373466566356976,7.900045340803963,-38.79038505237237,-2.013403237627264,-Inf,-37.146649928625365,-12.537671501059894,-31.126050015345747,-35.706596700215336,-11.624197047096844,-29.685996786935718,-35.706596700215336,-11.097618272649862,18.203036829588605,-33.533872192497334,-3.2962049729198433,-22.652511305491817,-32.36096193424186,-4.230158325562751,-21.47960104723634
351,2.434671934661768,-Inf,14.945493678211472,-Inf,-35.986810989071635,8.824173976580358,-Inf,-Inf,-12.2791842925534,-Inf,-Inf,-13.201038766112987,-36.90196080028513,-36.90196080028513,9.205066588647341,-21.023050448947625,-33.06425027550687,-6.215796659062747,-26.848453616444125,-32.86905352972375,2.547986703119136
433,-29.24795995797912,-Inf,16.372707386975424,-18.644964314663138,4.27759639890162,-23.750414416729264,-8.63918191922937,-7.163457636010994,-8.323296575564731,-13.20103876611298,-6.58117438528449,-6.581174385284491,-27.447718083992992,-3.8435615789827264,5.807438549638491,-16.102694801384747,-15.45900113395672,12.935394525948873,-13.412728113841677,-10.360524849718509,7.162120625366001
141,18.68078246702076,-Inf,-Inf,-26.305408695571828,-Inf,-21.868433703244705,-25.575072019056577,-Inf,-17.616271845615824,-30.370278797557752,-Inf,-16.390878710837377,-21.5836249209525,-37.14664992862537,18.151809764372402,-17.07743928643524,-Inf,-10.45757490560675,-15.80100947366703,-Inf,-10.536180778175401
57,7.778775291144947,-31.821292140529977,15.544445557512642,-24.896141428502823,-15.353716334109572,12.421160151117558,-30.629578340845104,-24.60897842756548,2.7660539633256294,-28.546475727144944,-22.52587581386532,-8.766383413174207,-37.025166974381506,4.913033285779621,12.132470960298338,-20.45131655797483,-23.145288035923954,7.599642460272991,-22.606675369900124,-21.023050448947625,-2.018999816195929
183,-27.95880017344075,18.869890318122053,-Inf,12.295936254617905,-Inf,-42.00741090235126,7.714111045100519,-27.604224834232124,-Inf,0.4343849938647224,-25.800692227250362,-Inf,14.190403733386535,-Inf,-35.70659670021534,10.027796588931984,-27.30975969781799,-Inf,6.29636560299229,-23.80663396340583,-Inf
393,-8.51937464544563,-18.06179973983888,16.90196080028513,18.798061490908324,14.915904277806206,-Inf,2.2788670461367326,-18.06179973983887,-20.0,-5.494021138832643,-14.53997455872525,-18.06179973983887,16.27538219186878,17.99192092659275,-Inf,17.760524811121353,-2.551576655490169,-20.827853703164504,4.65145230016259,-2.498774732165999,-16.722863947226607
100,-Inf,25.563033362052387,-Inf,-18.782701823531664,-31.519143775275147,15.446953485688066,4.575348354689859,-33.191986248734885,-4.458134295453801,-5.07210691471686,-30.79824169158236,-6.898709627261258,-11.386722930386782,-31.671531712678984,15.448985431183473,-12.605083839331176,-44.86076097372589,8.907635466328326,7.538917085676768,-38.98780013289826,-3.000989143826625
16,25.55676666004095,-5.679933127304016,-Inf,-35.41704023284288,-29.396440319563254,-Inf,-32.967200219618626,-Inf,-32.967200219618626,-25.91134199924958,-Inf,-31.931941912529204,-36.71381142984851,-27.171386335455267,-Inf,-26.927059489012773,-31.364034481339903,-31.364034481339903,-27.604224834232124,-30.102999566398122,-27.604224834232124
310,20.827853703164504,-28.943160626844385,-Inf,-Inf,17.082923379833083,-Inf,-Inf,13.533872192497329,-Inf,-Inf,5.575072019056578,-Inf,-Inf,15.837996994306625,-Inf,-Inf,17.124688122644333,-Inf,-Inf,15.984752965216947,-Inf
268,-Inf,18.55513741118877,-Inf,-Inf,-22.278867046136735,-Inf,-21.5836249209525,-21.5836249209525,-Inf,-20.8278537031645,-20.8278537031645,-Inf,-Inf,-20.8278537031645,-Inf,-Inf,-19.0848501887865,-25.105450102066126,-22.92256071356476,-22.92256071356476,-Inf
434,12.316965516271917,-29.827233876685455,-Inf,-32.25567713439471,-Inf,-38.276277047674334,-26.84845361644413,-30.370278797557752,-30.370278797557752,-23.37584040628364,-35.417040232842886,-29.39644031956326,-33.44195715871435,-33.44195715871435,-33.44195715871435,-17.501225267834,-25.105450102066122,-15.002450535668,-10.56547554334088,-28.62727528317975,-19.0848501887865
142,9.465896937332186,-Inf,-16.032646924663332,-10.102999566398118,-Inf,-Inf,-9.897000433601876,-Inf,-Inf,-7.958800173440751,-Inf,-Inf,-8.733851953281086,-Inf,-Inf,-10.881360887005512,-30.88136088700551,-Inf,-10.6295783408451,-30.6295783408451,-Inf
184,-Inf,-22.92256071356476,-Inf,-17.206760131419877,24.44894727490913,-Inf,-8.786653876605255,-5.26482869549163,-Inf,-13.064250275506875,-5.105450102066121,-Inf,7.7186220239804415,11.213346123394746,-Inf,-2.1828893885013594,11.285428608771253,-28.627275283179742,-6.375175252488255,-1.1103465569966273,-27.95880017344075
352,12.279184292553403,8.733851953281086,-Inf,-23.3266284353305,-29.347228348610123,7.879476429088727,-11.480625354554379,-21.02305044894763,-0.3948811639151446,-11.42782343123021,-20.214477307835462,-4.296876960953958,-Inf,8.25578259421913,0.3091390212765073,-16.447098257513943,2.428443257709257,2.286048435250299,-13.844732433541008,-4.759564998337842,2.1526775679965904
226,-17.418106072410843,15.01728553438621,17.229769124048527,-24.261496506177025,14.951089655837485,-15.742121860731402,-2.1828893885013607,-5.105450102066121,6.715842038463862,-4.0823996531184985,-7.18043885283336,0.26727923115962815,-27.42135724543472,15.954483160848913,-11.163090112577612,-5.7448342235669605,-10.121699013099583,12.886018163316004,-7.799421580015245,-16.5860754566205,12.014350069049062
58,9.24795995797912,11.3640344813399,19.824521513849895,-18.06179973983887,-Inf,-Inf,-16.901960800285135,-Inf,-Inf,-19.084850188786497,-Inf,-Inf,-28.786653876605254,-Inf,-Inf,-17.8418920538096,-Inf,-Inf,-24.86076097372589,-Inf,-Inf
475,32.601774298564116,38.187554216619816,-Inf,-27.676307319608622,16.963273217021463,-Inf,-Inf,16.49057437793441,-Inf,-Inf,4.515580864895778,-Inf,-27.95880017344075,16.731545496812984,-Inf,-Inf,18.282826669428477,-Inf,-Inf,15.427938464684253,-Inf
394,25.312760411502794,-15.193356893792611,-Inf,-Inf,-Inf,2.361986241559891,-Inf,-Inf,-3.521825181113625,-Inf,-Inf,-4.436974992327128,-35.986810989071635,-29.96621107579201,14.224089215060609,-24.60897842756548,-3.781124724400979,1.8354074671129073,-24.082399653118497,-10.102999566398122,-1.159838939553735
17,13.857348106983295,-Inf,-12.669369111591731,16.01630470039175,-Inf,-Inf,-9.409813516412985,-30.237667219577485,-36.25826713285711,-10.198275362319396,-28.78665387660525,-34.807253789884875,16.327112061077457,-Inf,-Inf,8.097460421329844,-23.227360044699495,-26.74918522581312,-4.082399653118497,-31.126050015345747,-13.064250275506877
101,-10.881360887005515,18.544473334173254,21.624888132227966,-36.39087871083737,-Inf,-Inf,-35.986810989071635,-35.986810989071635,-Inf,-34.807253789884875,-34.807253789884875,-Inf,2.082690559826029,-Inf,-Inf,-10.426498344234325,-39.36965897107871,-Inf,-18.715182074906238,-36.776981814745106,-Inf
185,11.158160549654122,-Inf,-Inf,-36.12359947967775,-17.03874929089125,19.794000867203756,-6.810770738953094,-10.976289587494744,12.58996479349804,-4.997549464331998,-8.519374645445625,1.4926723659380836,-40.17200343523835,8.260075102158268,15.362020244529859,-5.726134776865496,-11.74673469014512,18.191858271319184,-5.504454641153913,-7.359535705891891,11.155543726665858
269,7.1621206253660095,6.7233460472572215,6.213627626803246,-41.213956807072236,-25.650931799399363,15.372118649548263,-22.783583514458204,-11.498154905686953,-21.868433703244705,-22.52587581386532,-12.983450719472069,-21.502825364917694,-32.25567713439471,-22.71325204000146,18.785513549362975,-15.623135210467375,8.593932095830489,-17.652288025642914,-18.955207638228096,2.6284172827244006,-12.934607724948474
311,24.54487563006125,18.06179973983887,-Inf,11.181818358695647,-Inf,-24.735781988185856,-4.860760973725891,-16.901960800285135,-16.901960800285135,-3.5218251811136234,-15.563025007672874,-15.563025007672874,10.798241691582358,-Inf,-27.95880017344075,8.538074092147085,-Inf,-25.726134776865493,9.07782828002375,-18.06179973983887,-18.06179973983887
227,19.793183333235618,-Inf,-Inf,-31.364034481339896,-Inf,-Inf,-22.92256071356476,-Inf,-Inf,-21.938200260161125,-Inf,-Inf,-3.585927978617854,-Inf,-Inf,-9.33311642082995,-Inf,-Inf,-9.780409560387406,-31.364034481339903,-Inf
435,-19.668014763610763,14.631147430792218,12.534537497909144,16.33936846565345,-Inf,-20.214477307835462,-8.420106254814625,-Inf,-11.186160218140254,-9.214616770629862,-Inf,-11.397506159131222,16.716159284880526,-34.647875196459374,-34.647875196459374,13.186220639735886,-34.807253789884875,-28.786653876605254,6.356869893472624,-31.595671932336202,-19.554472105776956
59,2.09470701040026,-Inf,21.5836249209525,19.151613696876108,11.980670733955492,-Inf,-12.56777860100623,7.4322213989937715,-34.15140352195873,-6.744843366368522,-1.5144142787623693,-27.958800173440753,20.374988720256788,12.716768354118422,-Inf,-8.963151175686914,12.479236655515846,-Inf,-9.542425094393252,6.599873831985953,-38.79038505237237
353,-Inf,15.878910351337513,-13.06425027550687,-Inf,8.436096062740248,-32.80300081872204,-Inf,5.979139740822324,-30.88136088700551,-28.733851953281082,-2.2894660586026956,-20.214477307835462,-Inf,8.66974915577686,-33.1283530730111,-Inf,9.2831255511059,-28.130803608679102,-39.8245215138499,7.958800173440751,-27.783321687290652
143,7.659725915327568,14.57331774607451,13.735474519510973,-Inf,0.6713469529253707,-13.380135619171512,-Inf,-4.236136226444315,-17.055697373610958,-Inf,-5.483156985273602,-16.539996358429217,-23.71273153923823,-14.170306444844984,21.92308121432799,-34.807253789884875,2.5184929917990226,-22.76605396332563,-27.48274187998826,2.2505895725295986,-16.197313271217006
476,-31.126050015345747,-Inf,18.2408965928974,-22.411478624116995,-22.411478624116995,16.80744529055963,-18.308808507567452,-20.58767555370419,4.2730854200217,-17.233946036674364,-22.498774732165998,-9.434524456659124,-16.368916904856334,-31.931941912529208,17.56694479677855,-20.377706883207477,-21.400757332155102,12.621963989695429,-15.098428193303375,-20.095977657635373,9.185197979973038
395,-16.183709682472244,-Inf,-35.268559871258745,-26.97907095962328,-Inf,13.875063821497848,-25.105450102066122,-Inf,-28.627275283179742,-28.29946695941636,-Inf,-24.777641778302737,-32.86905352972375,-Inf,12.16371087924049,-27.234556720351858,-Inf,2.3078683740413943,-27.234556720351858,-Inf,-3.907928285021357
186,-Inf,-Inf,12.912811252687257,-27.60422483423212,8.173277481276216,-Inf,-11.126050015345745,-8.203489301780984,-25.105450102066122,-14.539974558725246,-8.519374645445621,-24.082399653118497,-33.25515663363148,12.634167889600377,-33.25515663363148,-8.999380173520947,-3.8066339634058273,-6.904673163120689,-10.45757490560675,-10.45757490560675,-7.958800173440752
228,10.298196312181249,-9.34722834861012,-26.848453616444118,-32.76978513909275,-Inf,3.621093571744625,-30.6295783408451,-Inf,-12.56777860100623,-30.370278797557752,-Inf,-14.807253789884879,-Inf,-Inf,5.663944370579296,-Inf,-23.167249841904997,-2.1828893885013607,-Inf,-27.783321687290652,-4.5559616425911535
102,-Inf,-24.082399653118497,14.905400479779763,-27.604224834232124,-10.702264033946985,-18.06179973983887,-28.62727528317975,-28.62727528317975,-14.64787519645937,-28.62727528317975,-28.62727528317975,-14.64787519645937,-31.3640344813399,7.816793365081973,-9.085167435203164,-33.80392160057027,-33.80392160057027,-11.525054554433538,-32.04119982655925,-32.04119982655925,-10.457574905606752
270,9.832950158325179,-Inf,-Inf,-30.7143193997102,-28.2155446675442,13.368080253408298,-30.629578340845104,-Inf,-21.087153246451855,-29.39644031956326,-Inf,-19.85401522517001,-Inf,-Inf,11.51334060843956,-32.36096193424186,-38.38156184752148,-2.8185368398486057,-37.616271845615834,-37.616271845615834,-3.4648683236571016
18,16.66980739160428,-Inf,10.47092754411348,11.455412304519498,-Inf,-10.648481263731357,-6.020599913279624,-Inf,-4.777641778302735,-5.021120414042851,-Inf,-5.02112041404285,4.775353307827611,-Inf,3.4820727564033445,7.712125471966246,-Inf,-8.635965518660099,7.3897475263966586,-Inf,-9.649001764494585
60,-Inf,7.879476429088727,14.878742997050837,-23.617802838749,-Inf,-Inf,-25.343434568060278,-Inf,-23.40523430789915,-23.07629728689058,-Inf,-25.57507201905658,-21.51093922785062,-Inf,-Inf,-21.987692642718237,-Inf,-20.8278537031645,-20.12320617409637,-Inf,-18.963367234542638
312,6.991607728176521,-Inf,8.014658177124149,-Inf,-24.608978427565482,-34.15140352195873,-Inf,-26.648769198312102,-Inf,-Inf,-24.86076097372589,-Inf,-Inf,-24.48029622745728,-36.521496054016524,-18.515079432557744,-25.874615138449634,-Inf,-20.506117305295405,-24.943092297622535,-Inf
354,-Inf,13.265089041389686,-Inf,-Inf,-38.689969024871345,9.642841121894271,-Inf,-22.05324683794295,3.0522032641231682,-Inf,-23.80663396340583,-0.5792739187063324,-Inf,-16.901960800285135,8.233596401727324,-Inf,-28.41011673141558,5.626997120054557,-Inf,-22.71325204000146,3.161363098448175
436,-Inf,-Inf,18.04048466254567,5.309076828055702,-26.946600306339008,-15.465974951784629,-10.993438437365484,-31.821292140529987,-18.75704186502311,-10.815806691780793,-30.370278797557752,-17.306028522050877,-24.735781988185856,-36.7769818147451,5.091451888499598,-6.121015940780636,-24.81098496565199,-15.867824338807605,-7.691520942281125,-26.020599913279625,-16.47817481888638
144,-Inf,12.304428747718664,8.84718296920901,-Inf,-19.519235182651222,9.447755060341535,-Inf,-25.80069222725036,-19.780092313970734,-30.500896140736906,-26.97907095962328,-19.619535253731392,-39.64542466079137,-30.10299956639812,13.888447531705964,-Inf,-18.627592529596413,-15.331387556676567,-20.284808782292206,-19.369658971078703,-15.287259317960206
477,-31.126050015345747,-17.14664992862537,23.696981961689957,16.708933086761522,-31.821292140529984,-37.84189205380961,-8.498864861091816,-16.135928636663472,-27.421357245434727,-9.79420764055366,-13.575332364954637,-28.382586154839515,14.310782115384235,-34.64787519645937,-Inf,-8.915336076713453,-19.861760111673405,-7.7070176272803455,-8.786653876605254,-10.042470473794364,-16.662334854622852
396,21.410478530302527,-Inf,-16.032646924663332,-9.54242509439325,15.691980138687722,-25.800692227250362,-16.032646924663332,-21.138097026729454,-29.096897200170208,-16.423717652176908,-24.94309229762253,-28.464917478736155,13.006150462638729,-30.45757490560675,-23.098039199714865,-4.137431872934073,-1.4926723659380854,-19.55447210577696,-9.172756980512982,-9.928528198300977,-21.213956807072233
229,5.014497547051705,10.48467598730607,-26.5811743852845,-17.92501124923276,-13.707943942934897,-26.444385894678387,-18.240896592897396,-18.240896592897396,-19.824521513849895,-16.69265212672184,-18.276277047674334,-16.69265212672184,-20.0,3.806633963405832,-27.604224834232124,-22.389516818135956,-6.8264918104630805,-2.68398195455008,-17.64479696037647,-6.7634360733709595,-9.68599678693572
187,12.652519659871324,-18.06179973983887,7.61427213395054,13.743180866060625,-38.27627704767434,-32.255677134394716,2.7660539633256294,-15.563025007672874,-12.796971044347243,-6.8899137889014295,-16.901960800285135,-12.464985807958008,13.267877001496455,-Inf,-29.445375038505006,-11.753243412546396,-20.926000393059383,2.6679072734307474,5.960070820675867,-20.244689128340234,-6.517071587780267
103,-Inf,29.557650145860382,-Inf,-22.444317565456533,-28.464917478736158,-11.56295667845102,-23.126944017198486,-26.64876919831211,-10.390502065454996,-21.338935792612265,-24.860760973725892,-10.881360887005515,-19.645424660791367,-30.10299956639812,10.672052213442218,-10.403117738897286,-28.464917478736158,-1.8161482804240523,-20.628169285032484,-26.648769198312102,-2.5663695451936097
19,11.791827015367293,-34.48551739201577,-Inf,-Inf,23.233230872660794,-Inf,-Inf,-3.9258929028793625,-Inf,-Inf,-6.0205999132796215,-Inf,-Inf,21.473256350359588,-Inf,-Inf,18.017065445397492,-37.26645720240912,-Inf,14.627745663375759,-Inf
271,-Inf,-Inf,-Inf,-28.62727528317975,-32.14910046429337,-Inf,-26.020599913279625,-29.54242509439325,-Inf,-25.105450102066122,-34.647875196459374,-Inf,-22.194944754264576,-34.236144580823826,-Inf,-22.606675369900124,-28.62727528317975,-Inf,-18.644964314663138,-28.18738940905639,-Inf
145,-Inf,-25.421335445730758,-Inf,22.064124597208195,-26.444385894678387,-20.423785981398762,16.539996358429214,-34.96376054012401,-28.943160626844385,-7.302949905514598,-34.15140352195873,-Inf,20.59308563773962,-27.958800173440753,-20.599264467548867,19.668014763610767,-36.12359947967774,-13.20103876611298,1.451013342972235,-20.8278537031645,-36.39087871083737
437,-Inf,-7.180438852833363,18.394633166223215,-Inf,3.345634765973484,-24.4021617608011,-Inf,-15.563025007672874,-26.020599913279625,-34.15140352195873,-16.089603782119855,-24.60897842756548,-40.748529958812476,9.435520487809585,-26.769129872092098,-29.147543930478108,2.8936558960811407,-24.710568938150978,-36.52149605401653,-2.5420959672961505,-20.958471046343654
313,-30.881360887005513,22.37379574662597,-Inf,-Inf,-22.11020369539948,22.910387075078585,-25.800692227250362,-12.736441951743485,-10.993438437365482,-24.082399653118497,-12.041199826559247,-11.018149377611621,-Inf,-24.48029622745728,21.208318449433115,-28.07384675122258,-8.67311121877145,3.1322581131966425,-28.299466959416357,-16.258267132857107,7.263558048256518
61,-Inf,29.58574632952341,-Inf,-Inf,33.915161835689986,-Inf,-Inf,-13.53387219249733,-Inf,-Inf,-14.403186068119139,-Inf,-Inf,32.24719895935549,-Inf,-Inf,15.785345105782095,-Inf,-Inf,14.539974558725248,-Inf
355,-Inf,8.125307949123377,17.293283267177003,-35.56302500767287,-21.5836249209525,-Inf,-Inf,-15.563025007672875,-33.624824747511745,-Inf,-13.979400086720378,-32.04119982655925,-40.8278537031645,-2.0374686507921305,-Inf,-38.061799739838875,5.044921009462362,-32.04119982655925,-Inf,4.747218315892081,-34.807253789884875
478,16.311554966485343,-Inf,-21.93820026016113,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
230,-26.58117438528449,-36.123599479677736,-Inf,-Inf,-21.289159784538366,-Inf,-Inf,-32.25567713439471,-Inf,-Inf,-29.24795995797912,-Inf,-39.3696589710787,3.857701073620798,-Inf,-36.39087871083737,-8.091411751421015,-Inf,-Inf,-16.353195833346344,-23.712731539238234
104,-Inf,-Inf,9.780409560387405,-23.424775125225388,-32.96720021961863,-Inf,-20.244689128340237,-31.126050015345747,-37.14664992862537,-16.18370968247224,-29.247959957979116,-35.268559871258745,-25.65093179939936,-24.311996006787098,-35.19335689379261,-13.013306495229276,-29.045953419892605,-32.567778601006225,-12.2791842925534,-37.384634394619525,-31.3640344813399
188,-29.827233876685458,14.883335061465521,15.469122583505271,-Inf,-Inf,11.707085956502194,-28.62727528317975,-22.606675369900124,0.0,-27.95880017344075,-21.938200260161125,-3.8764005203222562,-32.86905352972375,-15.96709272943861,16.31879622546087,11.002167975424964,-14.151403521958725,4.93344666682777,1.743003514378004,-9.542425094393248,7.496324196497996
272,-32.46498580795801,-Inf,-Inf,-Inf,-Inf,9.21868987252774,-35.41704023284288,-Inf,-5.314040666444763,-34.48551739201578,-Inf,-9.8765389644503,-Inf,-Inf,8.914255809360764,-28.41011673141558,-Inf,-0.22272732235919035,-36.39087871083737,-Inf,-5.026844229497471
397,-Inf,-Inf,33.94071009117638,-Inf,-Inf,26.752627226903563,-29.24795995797912,-29.24795995797912,17.48123471899147,-29.24795995797912,-23.227360044699502,-0.6206846747993747,-Inf,-Inf,25.993414008025123,-Inf,-Inf,24.701382380300384,-16.032646924663332,-25.57507201905658,2.555731589622524
314,-Inf,-Inf,14.289643410285326,-28.46491747873616,10.668054105367908,-30.96369221090216,-19.554472105776956,-5.575072019056578,-22.053246837942954,-30.370278797557752,-6.2878791444392546,-24.349678884278127,15.2568826707932,15.019980086800578,-14.207989322336015,-9.156321990485516,-7.142918752858252,-16.390878710837374,-10.102999566398122,-8.049752728455168,-14.539974558725246
20,14.278207082579106,19.18082784642187,-2.498774732165999,-Inf,-Inf,-16.65017825412473,-Inf,-Inf,-13.68493495030625,-Inf,-Inf,-14.320066872695982,-Inf,-Inf,-13.979400086720377,-Inf,-Inf,-17.14664992862537,-Inf,-Inf,-15.847833789965078
146,27.102197745638634,-Inf,-Inf,-Inf,-Inf,25.53071844367636,-Inf,-Inf,3.1672498419049915,-Inf,-Inf,0.40406772176573796,-Inf,-Inf,24.94791109920969,-29.542425094393252,-Inf,19.3696589710787,-Inf,-28.62727528317975,2.9683966491564573
438,-Inf,-Inf,30.3921852143098,15.051512827876278,-Inf,-40.17200343523835,11.799909598531634,-31.245857289129493,-Inf,1.2558165971891122,-Inf,-Inf,14.32901064177665,-Inf,-Inf,10.870564254617165,-35.19335689379261,-Inf,0.2895564673724543,-Inf,-Inf
479,-35.268559871258745,13.767168839227056,-Inf,9.992817670702609,-Inf,-24.60897842756548,-19.735434685324893,-39.7354346853249,-17.456567639188158,-18.757041865023112,-31.821292140529987,-14.320066872695987,6.711585292660426,-43.91799304818467,7.7005064653277095,-22.552892599684498,-32.09531769407774,2.431074548137761,-17.418106072410847,-15.235216683909485,-5.533412996090728
62,-15.890833331436259,-Inf,14.560057549494319,-33.25515663363148,-33.25515663363148,-Inf,-31.821292140529987,-Inf,-Inf,-30.10299956639812,-Inf,-Inf,17.793603453339948,-Inf,-Inf,10.261216867003116,-38.58837851428585,-Inf,11.611697563520764,-Inf,-Inf
356,18.54898665702776,-Inf,-Inf,11.595671932336204,-22.92256071356476,-Inf,-33.25515663363148,-23.712731539238234,-27.234556720351858,-32.04119982655924,-22.498774732165998,-22.498774732165998,7.463900463406995,1.9114332447158866,-36.25826713285711,-24.60897842756548,-8.350711294708365,-22.67077816740435,-29.096897200170204,-5.575072019056578,-19.554472105776956
189,-Inf,-31.126050015345747,12.39577516576788,32.24154224170973,-1.2429581349768903,-9.542425094393248,-24.082399653118497,-16.123599479677747,-30.102999566398122,-16.258267132857114,-16.258267132857114,-22.27886704613674,29.40232706302008,-21.93820026016113,-15.917600346881507,1.8354074671129086,-13.013306495229276,-26.547178687726607,-1.5836249209524929,-6.689075023018615,-25.105450102066122
231,15.15420180282198,-35.268559871258745,-Inf,-26.598122468004206,-30.680522121122706,-Inf,-24.75374660604387,-41.65570740632901,-Inf,-22.27886704613674,-40.340666785975614,-Inf,9.862678499320706,-33.50334179326788,-Inf,-17.069539431740548,-37.89739313490505,-Inf,-14.674642211904613,-36.25826713285711,-42.27886704613673
105,-20.827853703164504,28.08423036230745,-0.8278537031645011,-Inf,-36.52149605401653,3.2139386313083658,-20.66847510973899,-20.66847510973899,-12.709674936298239,-19.705534863585868,-19.705534863585868,-12.345999157693978,-Inf,-35.986810989071635,6.020599913279621,-5.580094216154036,-19.185850043519327,-11.136097315064163,-11.356917815937217,-20.14357169254247,-5.336317902657592
315,-12.2791842925534,-Inf,-Inf,-21.5836249209525,-21.5836249209525,14.763274507886115,-18.06179973983887,-18.06179973983887,-21.5836249209525,-16.901960800285135,-16.901960800285135,-20.423785981398762,-25.575072019056577,-7.513272279217703,16.152124594438387,-19.322834654780653,-5.343434568060276,-19.322834654780653,-20.284808782292206,-8.243608955732958,-17.786034050126208
